image_name,Captions,Label
in 592.jpg,মোদীর মাথা খারাপ হয়ে গেছে' মেঘালয়ের রাজ্যপালকে বলেছেন অমিত শাহ? নামেই বন্ধু! পেছনে আমাকে খিস্তি করে!,political aggression
fb 990.jpg,অমি লিটিন দাস রান না করতে পারলেও ক্যাচ মিস করে দলকে হারাতে পারি,others
blog 413.jpg,হাঁউমাঁউখাঁউ কাফিরের গন্ধ পাঁউ।,religious aggression
in 422.jpg,ঘড়ি-ক্যালকুলেটর প্রস্তুতকারী সংস্থাকে সেতু মেরামতির বরাত! ব্রিজ বিপর্যয়ে বাড়ছে ধোঁয়াশা বিজেপি সরকারের আরও একটা মাস্টারস্ট্রোক,political aggression
Bangla Thug Life (99).jpg,ম্যাথ ক্লাস শেষ হওয়ার পর আমার মাথায় আসমান ভাইঙ্গা পরসে,non-aggressive
in 465.jpg,"জামিন দিন, আমাকে বাঁচতে দিন! শুনানিতে কেঁদে ফেললেন পার্থ, ফের জেল হেফাজত চাইল ইডি পার্থও কাঁদে...",political aggression
in 96.jpg,গরম দিনে পায়খানা থেকে বাইর হওয়ার পর-:,non-aggressive
fb 1539.jpg,"নাস্তিক যা দেখা যায়না তা আমরা বিশ্বাস করি না ! আমি তো এখন গ্লাভস, মাস্ক, স্যানিটাইজার ব্যবহার করস কেন? ভাইরাস কেমনে দেখছ? নাস্তিক",religious aggression
ovodro_img (546).jpg,এত ভার নিয়েও চলা যায় নাকীরে ওয়াড়া ??,gendered aggression
fb 658.jpg,অনন্ত জলিল :,others
fb 1545.jpg,যখন নাস্তিকদের কাছে তাদের নৈতিকতার ভিত্তি কি জানতে চাওয়া হয়......,religious aggression
fb 153.jpg,দুর্নীতি দমন কমিশন দুদক মাদক দমন কমিশন,non-aggressive
tangaila (151).jpg,কোথায় তুমি ?? জানি না তবে এখানে অনেক সাদা ড্রেস পড়া পল্ট্রির মত মেয়ে দেখতে পাচ্ছি ...। ওয়েলকাম টু কলেজ গেট !,gendered aggression
in 301.jpg,লোকটা শুধু নবান্নে জানতে গিয়েছিল.. ডিলিট পেতে গেলে দু ফসলী নাকি তিন ফসলী জমি দিতে হবে বিশ্ববিদ্যালয়কে?,political aggression
fb 1521.jpg,লাভ জিহাদ হিন্দু মেয়েরা সাবধান অরাজনৈতিক ধর্মীয় সেচ্ছাসেবক সংগঠন রাষ্ট্রীয় হিন্দু জাগৃতি মিশন,religious aggression
blog 1.jpg,"এইডস-আক্রান্ত তোমাদের দেশগুলোয় কনডম ব্যবহার ধর্মসম্মত নয় ঘোষণা দিয়ে তোমাদের পোঙ্গা মেরে দিয়ে এখন তোমার পদচুম্বন নামের ভড়ং মারাচ্ছি। কারণ জানি, এই ভণ্ডামি দেখেও মুগ্ধ হবে দুনিয়ায় লক্ষ-কোটি আবাল",religious aggression
in 575.jpg,আমরা স্কুলে স্কুলে জয় হিন্দ বাহিনী গড়বো... বন্ধ স্কুলে বাহিনী গড়া যায় না! তার জন্য আগে স্কুল খোলা দরকার !,political aggression
fb 1748.jpg,"ভাইয়ের সহযোগিতায় পড়াশোনা করলাম, স্বামীর টাকায় স্কুল খুললাম বেগম রোকেয়া বলছি তারপর লিখলাম নারীর উন্নয়নে সবচাইতে বড় বাধা পরুষ জাতি",gendered aggression
fb 233.jpg,ইউরোপিয়ান আফ্রিকান বাংলাদেশী,others
fb 1415.jpg,ভারত রাষ্ট্র ভারত এবং চীনের সাধারণ মানুষ চীন রাষ্ট্র,political aggression
fb 191.jpg,বন্ধুর সাইজ বন্ধুর বউয়ের সাইজ,gendered aggression
in 484.jpg,"স্যার, আজ সমাবেশ থেকে পিসি হুমকি দিলেন... জিভ টেনে ছিঁড়ে নেওয়ার এবার বোঝা গেল জগবন্ধু সৌগতর কুকথার অনুপ্রেরণা কে!",political aggression
bamboo-vaiya (110).jpg,বিশ্বাসের ভাইরাস অভিজিৎ রায়,others
fb 1914.jpg,যখন আমি আমার টিকটকার বন্ধুর বিচিতে টোকা দিতে গিয়ে দেখি তার বিচিই নাই আমি* তাইলে তুই সত্যিই হিজরা?,others
tangaila (209).jpg,জোসেফ মারিয়া বার্তামিউ গরিবের বার্তামিউ লাইট,others
KAM (232).jpg,"কোনোদিন কোনো বন্ধুর সাথে ঝগড়া মারামারি করবি না, কেন বলতো ? কারণ বলা তো যায় না... পরীক্ষার হলে কার পেছনে সিট পড়বে !",non-aggressive
Halal Memes (103).jpg,রমযান মাসের প্রথমে রমযান মাসের শেষে,gendered aggression
fb 744.jpg,*বন্ধুদের কাছ থেকে পাওয়া বাঁশের সংখ্যা *বন্ধুদের কাছ থেকে পাওয়া সাহায্যের সংখ্যা,non-aggressive
ovodro_img (469).jpg,এক টানে তে যেমন তেমন দুই টানেতে রাজা তিনটাতে রুপম আমি রকস্টারদের বাবা !,others
in 520.jpg,"নতুন মন্ত্রীরা দেখছি খুশিতে বেশ গদগদ! বাইট দিচ্ছে, নেত্রীর ভরসায় আপ্লুত! ওরা ভুলে যাচ্ছে নেত্রী ওদের থেকে অনেক বেশি বিশ্বাস ভরসা করতো আমাকে । পিঠ বাঁচাতে আমার ফোনই ব্লক করে দিয়েছে ।",political aggression
fb 1056.jpg,নাও পরীমনি; এক গ্লাস পানি খেয়ে নাও কেক খেতে খেতে তো ক্লান্ত হয়ে গেছো..!,others
fb 473.jpg,বিদ্যানন্দ ফাউন্ডেশন পরিদর্শনে ভারতীয় হাইকমিশনার বিপদেই প্রকৃত বন্ধুর পরিচয়,others
in 485.jpg,"কখনও যদি দেখেন ববির অত সম্পত্তি পাওয়া গিয়েছে, বিশ্বাস করবেন না', আগেই বঙ্গবাসীকে সতর্ক করে রাখলেন নেত্রী বলছিলাম, কার কার সম্পত্তির হদিশ পাওয়া গেলে বিশ্বাস করবো না, যদি বলে দেন... একটা নামের লিস্ট পেতাম তাহলে নিশ্চিন্তে থাকা যেত|",political aggression
in 500.jpg,"আজ পিসি বললেন, উনি আইনও পড়েছেন কদিন আগে জানলাম উনি ফুটবলও নাচান... উনি সবই করেন... কেবল সুদীপ্ত জেলে যাওয়ার পর ছবি আঁকাটা ছেড়ে দিয়েছেন",political aggression
in 486.jpg,এরা কারা?! তৃণমূলের ছাত্র নেতা,political aggression
ovodro_img (80).jpg,দুর্গা পূজোর প্যান্ডেল বানানো শুরু হয়েছে । সব প্যান্ডেলের রক্ষার দায়িত্ব নিতে হবে । কোন প্যান্ডেল গুলোকে রক্ষা করতে হবে ? যে প্যান্ডেল গুলোতে নীল সাদা রং দেখা যাবে ।,non-aggressive
fb 712.jpg,আম্মুকে বোঝাচ্ছি ফেসবুকের হাসির পোস্ট গুলাকে মিম বলে। এইটা কোনো মেয়ের নাম না,non-aggressive
fb 1640.jpg,"আলাহ তুমি কি বানাইতাছো আমি এইটার নাম দিছি ""মশা"" এইটা খালিখালি মানুষরে কামড়াইবো আর ভয়ঙ্কর সব রোগ ছড়াইবো তুমি মনে অয় মানুষরে দ্যাখতে পারো না? তাই না? হুম আমি অগো লগে মজা লই আর বেকুবডি মনে করে আমি পরীক্ষা করি হা হা",religious aggression
KAM (242).jpg,৫৯ রানে ৬ উইকেট নিছি! উইকেট নেয়ার দরখাস্ত করছিলা?,others
fb 2.jpg,যখন গার্লফ্রেন্ড বলে তুমি কবে নিজের পায়ে দাড়াবা? এখানে আজ কদিন ধরি তীব্র শীত। এত শীত যে শীতের সোদনে আমি দাড়াতে পারতে আছি না,non-aggressive
bamboo-vaiya (328).jpg,বয়ফ্রেন্ড যখন ভুলে একটা ভুল কাজ করে গালফ্রেন্ডঃ আজ ভুলে যাচ্ছি কিন্তু যাচ্ছি না ৬৯ মাস ৩৩ ঘন্টা ৬৫ মিনিট পর আবার মনে পড়বে,non-aggressive
blog 447.jpg,ওরা বেশরিয়তী কাম করে! ইছলামে এইসব হারাম! যৌনদাসী,religious aggression
Bangla Thug Life (83).jpg,বই মোবাইল আমি,non-aggressive
in 409.jpg,২০১৪ : মোদীজি ১৫ লাখ টাকা দেবে বলেছে ২০২২ : এখনও টাকা এলো না!,political aggression
fb 625.jpg,*সারা বছর *শীত কালে,non-aggressive
blog 454.jpg,আপনাকে অভিনন্দন। আপনার পাঁজরের একটি হাড় সরিয়ে নিয়ে সেটি দিয়ে আপনার জন্য এক বান্ধবী বানিয়ে এনেছি।,religious aggression
KAM (174).png,দেশের শান্তি কামনায় মোনাজাত করে আর রাস্তায় গাড়িতে আগুন জ্বলে !!,political aggression
bamboo-vaiya (244).jpg,মাস্টারমশায় -রবীন্দ্রনাথ ঠাকুর,gendered aggression
in 320.jpg,কোটি টাকার নিয়োগ 'দুর্নীতি' কুন্তল কমিশন নিয়েছেন ১০%| বাকি ৯০% কোন ঘাটে জমা করলো!!,political aggression
fb 1381.jpg,সারাদিন ল্যাবে মানসিক শ্রম ব্যয় করে সম্ভাব্য ভ্যাকসিন আবিষ্কার করা রাশিয়ার ডাক্তারেরা। ভ্লাদিমির পুতিন,political aggression
fb 1205.jpg,"যারা ইসলামকে ভালোবাসে আমরাও তাদের ভালোবাসি যাদের সাথে ইসলামের কোন সম্পক নেই, আমাদের সাথেও তাদের কোন সম্পর্ক নেই",religious aggression
ovodro_img (330).jpg,যখন বাড়ির লোক খবর পায় পিকনিকে যেয়ে মদ খেতে শুরু করেছি !,non-aggressive
fb 1770.jpg,নিজের বাসায় বয়ফ্রেন্ড এর বাসায়,gendered aggression
